,Date,Price,EMA12,EMA26,MACD,SIGNAL,CROSS,DIRECTION
0,2022-06-20,20572.3,,,,,False,
1,2022-06-21,20720.4,,,,,False,NONE
2,2022-06-22,19965.8,,,,,False,NONE
3,2022-06-23,21100.7,,,,,False,NONE
4,2022-06-24,21226.9,,,,,False,NONE
5,2022-06-25,21489.9,,,,,False,NONE
6,2022-06-26,21043.5,,,,,False,NONE
7,2022-06-27,20730.2,,,,,False,NONE
8,2022-06-28,20278.0,,,,,False,NONE
9,2022-06-29,20111.3,,,,,False,NONE
10,2022-06-30,19926.6,,,,,False,NONE
11,2022-07-01,19262.9,,,,,False,NONE
12,2022-07-02,19243.2,20120.12370610644,,,,False,NONE
13,2022-07-03,19309.9,19970.488691859002,,,,False,NONE
14,2022-07-04,20215.8,19998.2419328491,,,,False,NONE
15,2022-07-05,20200.6,20034.021066187543,,,,False,NONE
16,2022-07-06,20561.1,20104.43045841826,,,,False,NONE
17,2022-07-07,21637.8,20348.465930078648,,,,False,NONE
18,2022-07-08,21611.2,20545.133459729303,,,,False,NONE
19,2022-07-09,21587.5,20716.264301434327,,,,False,NONE
20,2022-07-10,20847.4,20738.75862742723,,,,False,NONE
21,2022-07-11,19963.2,20613.211445656863,,,,False,NONE
22,2022-07-12,19330.9,20400.48721317864,,,,False,NONE
23,2022-07-13,20250.0,20383.73601387304,,,,False,NONE
24,2022-07-14,20586.0,20441.040127931406,,,,False,NONE
25,2022-07-15,20825.1,20531.434966889774,,,,False,NONE
26,2022-07-16,21209.9,20673.41869046294,20537.970799753864,135.44789070907427,,False,NONE
27,2022-07-17,20785.6,20701.954741414524,20558.57470247679,143.38003893773202,,False,NONE
28,2022-07-18,22525.8,21028.566295881294,20723.432495712903,305.13380016839074,,False,NONE
29,2022-07-19,23410.2,21451.360400043337,20958.963257676143,492.39714236719374,,False,NONE
30,2022-07-20,23215.2,21753.93998003181,21148.50579361763,605.4341864141788,,False,NONE
31,2022-07-21,23153.0,21999.695035288765,21317.403677521317,682.2913577674481,,False,NONE
32,2022-07-22,22675.2,22125.146455635793,21430.545468477907,694.6009871578863,,False,NONE
33,2022-07-23,22460.4,22208.64815488179,21521.85025555038,686.79789933141,,False,NONE
34,2022-07-24,22582.1,22317.935123249375,21620.01757862701,697.9175446223671,,False,NONE
35,2022-07-25,21301.9,22200.631735405124,21607.306744753638,593.3249906514866,595.9956319095999,False,NONE
36,2022-07-26,21248.7,22073.946805439497,21592.799823500114,481.1469819393824,581.3427479097894,False,NONE
37,2022-07-27,22958.3,22256.953314745533,21726.08427478944,530.8690399560946,580.5702360491306,False,NONE
38,2022-07-28,23850.0,22561.905743787265,21932.03503416958,629.870709617684,598.2428675413473,True,BUY
39,2022-07-29,23774.3,22799.182120357953,22116.529169347854,682.6529510100991,619.7020679770624,True,NONE
40,2022-07-30,23634.2,22984.02543252884,22274.787196090947,709.2382364378936,640.106624686632,True,NONE
41,2022-07-31,23303.4,23048.55011276179,22383.709572167983,664.8405405938065,644.6335752373527,True,NONE
42,2022-08-01,23271.2,23080.052876414145,22481.998237391595,598.05463902255,632.9950711313263,False,SELL
43,2022-08-02,22988.6,23061.498373164344,22545.256010125435,516.2423630389094,605.5412959065286,False,NONE
44,2022-08-03,22820.8,23017.893006417416,22578.206581424984,439.6864249924329,566.1577845566685,False,NONE
45,2022-08-04,22612.1,22954.21444829374,22591.32683418438,362.8876141093606,519.9598765588457,False,NONE
46,2022-08-05,23308.2,23025.453282193797,22662.668123452542,362.78515874125515,485.6773783441652,False,NONE
47,2022-08-06,22944.2,23020.119400925014,22705.748603315325,314.37079760968845,446.2075366752355,False,NONE
48,2022-08-07,23175.3,23081.07136412636,22774.57873439227,306.49262973408986,410.4847092980249,False,NONE
49,2022-08-08,23816.3,23245.000979134296,22899.288912149703,345.71206698459355,389.42404022725145,False,NONE
50,2022-08-09,23146.7,23233.60653340916,22948.32093743902,285.285595970141,358.3968775875987,False,NONE
51,2022-08-10,23962.9,23348.040026512692,23059.270382891074,288.76964362161743,335.4238983814606,False,NONE
52,2022-08-11,23935.3,23441.57420027905,23157.129862699854,284.44433757919614,317.6831339333524,False,NONE
53,2022-08-12,24398.7,23603.955181657428,23282.89958508012,321.0555965773092,313.66181349082194,True,BUY
54,2022-08-13,24442.5,23755.506956761008,23407.559377871814,347.9475788891941,318.31190883131075,True,NONE
55,2022-08-14,24302.8,23860.12314413308,23492.70985632653,367.4132878065466,328.241063510088,True,NONE
56,2022-08-15,24101.7,23919.319106513856,23545.150198938958,374.1689075748982,337.70050312077035,True,NONE
57,2022-08-16,23856.8,23930.2051241546,23575.036386542342,355.16873761225725,342.17566889629626,True,NONE
58,2022-08-17,23338.0,23853.463537004234,23559.43915216735,294.02438483688456,332.24545042625806,False,SELL
59,2022-08-18,23203.6,23751.414305303657,23538.6817835217,212.73252178195617,305.1436361605293,False,NONE
60,2022-08-19,20831.3,23260.347781124412,23320.86637962033,-60.518598495917104,223.69181465611462,False,NONE
61,2022-08-20,21138.9,22893.667105322038,23143.941191827373,-250.2740865053347,115.93029345518735,False,NONE
62,2022-08-21,21517.2,22636.399525959772,23025.724043463764,-389.32451750399196,-1.3302334870062984,False,NONE
63,2022-08-22,21416.3,22414.444114195307,22908.284022581625,-493.8399083863187,-119.4369652051397,False,NONE
64,2022-08-23,21517.2,22228.001665748165,22789.964973274906,-561.9633075267411,-229.83291519791013,False,NONE
65,2022-08-24,21365.2,22044.39595117043,22658.087725757734,-613.6917745873034,-330.2081616439526,False,NONE
66,2022-08-25,21565.4,21914.62805846504,22553.733357448935,-639.1052989838936,-416.3649905563194,False,NONE
67,2022-08-26,20249.9,21575.53679937928,22347.205153197854,-771.6683538185753,-514.5351662064977,False,NONE
68,2022-08-27,20033.9,21253.872540016844,22141.19222467335,-887.3196846565043,-617.5129044934619,False,NONE
